-3.141000 	 -0.001778 
 -3.134865 	 -0.020181 
 -3.128730 	 -0.038577 
 -3.122596 	 -0.056960 
 -3.116461 	 -0.075324 
 -3.110326 	 -0.093662 
 -3.104191 	 -0.111968 
 -3.098057 	 -0.130237 
 -3.091922 	 -0.148461 
 -3.085787 	 -0.166636 
 -3.079652 	 -0.184753 
 -3.073518 	 -0.202809 
 -3.067383 	 -0.220795 
 -3.061248 	 -0.238707 
 -3.055113 	 -0.256538 
 -3.048979 	 -0.274281 
 -3.042844 	 -0.291932 
 -3.036709 	 -0.309485 
 -3.030574 	 -0.326932 
 -3.024439 	 -0.344269 
 -3.018305 	 -0.361489 
 -3.012170 	 -0.378586 
 -3.006035 	 -0.395555 
 -2.999900 	 -0.412391 
 -2.993766 	 -0.429086 
 -2.987631 	 -0.445637 
 -2.981496 	 -0.462036 
 -2.975361 	 -0.478279 
 -2.969227 	 -0.494360 
 -2.963092 	 -0.510273 
 -2.956957 	 -0.526014 
 -2.950822 	 -0.541576 
 -2.944687 	 -0.556955 
 -2.938553 	 -0.572146 
 -2.932418 	 -0.587142 
 -2.926283 	 -0.601940 
 -2.920148 	 -0.616534 
 -2.914014 	 -0.630919 
 -2.907879 	 -0.645090 
 -2.901744 	 -0.659043 
 -2.895609 	 -0.672773 
 -2.889475 	 -0.686274 
 -2.883340 	 -0.699543 
 -2.877205 	 -0.712576 
 -2.871070 	 -0.725367 
 -2.864936 	 -0.737912 
 -2.858801 	 -0.750207 
 -2.852666 	 -0.762249 
 -2.846531 	 -0.774032 
 -2.840396 	 -0.785553 
 -2.834262 	 -0.796807 
 -2.828127 	 -0.807792 
 -2.821992 	 -0.818504 
 -2.815857 	 -0.828938 
 -2.809723 	 -0.839091 
 -2.803588 	 -0.848960 
 -2.797453 	 -0.858542 
 -2.791318 	 -0.867832 
 -2.785184 	 -0.876829 
 -2.779049 	 -0.885529 
 -2.772914 	 -0.893929 
 -2.766779 	 -0.902026 
 -2.760645 	 -0.909818 
 -2.754510 	 -0.917301 
 -2.748375 	 -0.924474 
 -2.742240 	 -0.931333 
