-3.141000	 -1.000000	 
-3.147135	 -0.998047	 
-3.153270	 -0.996094	 
-3.159404	 -0.994141	 
-3.165539	 -0.992188	 
-3.171674	 -0.990234	 
-3.177809	 -0.988281	 
-3.183943	 -0.986328	 
-3.190078	 -0.984375	 
-3.196213	 -0.982422	 
-3.202348	 -0.980469	 
-3.208482	 -0.978516	 
-3.214617	 -0.976562	 
-3.220752	 -0.974609	 
-3.226887	 -0.972656	 
-3.233021	 -0.970703	 
-3.239156	 -0.968750	 
-3.245291	 -0.966797	 
-3.251426	 -0.964844	 
-3.257561	 -0.962891	 
-3.263695	 -0.960938	 
-3.269830	 -0.958984	 
-3.275965	 -0.957031	 
-3.282100	 -0.955078	 
-3.288234	 -0.953125	 
-3.294369	 -0.951172	 
-3.300504	 -0.949219	 
-3.306639	 -0.947266	 
-3.312773	 -0.945312	 
-3.318908	 -0.943359	 
-3.325043	 -0.941406	 
-3.331178	 -0.939453	 
-3.337313	 -0.937500	 
-3.343447	 -0.935547	 
-3.349582	 -0.933594	 
-3.355717	 -0.931641	 
-3.361852	 -0.929688	 
-3.367986	 -0.927734	 
-3.374121	 -0.925781	 
-3.380256	 -0.923828	 
-3.386391	 -0.921875	 
-3.392525	 -0.919922	 
-3.398660	 -0.917969	 
-3.404795	 -0.916016	 
-3.410930	 -0.914062	 
-3.417064	 -0.912109	 
-3.423199	 -0.910156	 
-3.429334	 -0.908203	 
-3.435469	 -0.906250	 
-3.441604	 -0.904297	 
-3.447738	 -0.902344	 
-3.453873	 -0.900391	 
-3.460008	 -0.898438	 
-3.466143	 -0.896484	 
-3.472277	 -0.894531	 
-3.478412	 -0.892578	 
-3.484547	 -0.890625	 
-3.490682	 -0.888672	 
-3.496816	 -0.886719	 
-3.502951	 -0.884766	 
-3.509086	 -0.882812	 
-3.515221	 -0.880859	 
-3.521355	 -0.878906	 
-3.527490	 -0.876953	 
-3.533625	 -0.875000	 
-3.539760	 -0.873047	 
-3.545895	 -0.871094	 
-3.552029	 -0.869141	 
-3.558164	 -0.867188	 
-3.564299	 -0.865234	 
-3.570434	 -0.863281	 
-3.576568	 -0.861328	 
-3.582703	 -0.859375	 
-3.588838	 -0.857422	 
-3.594973	 -0.855469	 
-3.601107	 -0.853516	 
-3.607242	 -0.851562	 
-3.613377	 -0.849609	 
-3.619512	 -0.847656	 
-3.625646	 -0.845703	 
-3.631781	 -0.843750	 
-3.637916	 -0.841797	 
-3.644051	 -0.839844	 
-3.650186	 -0.837891	 
-3.656320	 -0.835938	 
-3.662455	 -0.833984	 
-3.668590	 -0.832031	 
-3.674725	 -0.830078	 
-3.680859	 -0.828125	 
-3.686994	 -0.826172	 
-3.693129	 -0.824219	 
-3.699264	 -0.822266	 
-3.705398	 -0.820312	 
-3.711533	 -0.818359	 
-3.717668	 -0.816406	 
-3.723803	 -0.814453	 
-3.729938	 -0.812500	 
-3.736072	 -0.810547	 
-3.742207	 -0.808594	 
-3.748342	 -0.806641	 
-3.754477	 -0.804688	 
-3.760611	 -0.802734	 
-3.766746	 -0.800781	 
-3.772881	 -0.798828	 
-3.779016	 -0.796875	 
-3.785150	 -0.794922	 
-3.791285	 -0.792969	 
-3.797420	 -0.791016	 
-3.803555	 -0.789062	 
-3.809689	 -0.787109	 
-3.815824	 -0.785156	 
-3.821959	 -0.783203	 
-3.828094	 -0.781250	 
-3.834229	 -0.779297	 
-3.840363	 -0.777344	 
-3.846498	 -0.775391	 
-3.852633	 -0.773438	 
-3.858768	 -0.771484	 
-3.864902	 -0.769531	 
-3.871037	 -0.767578	 
-3.877172	 -0.765625	 
-3.883307	 -0.763672	 
-3.889441	 -0.761719	 
-3.895576	 -0.759766	 
-3.901711	 -0.757812	 
-3.907846	 -0.755859	 
-3.913980	 -0.753906	 
-3.920115	 -0.751953	 
-3.926250	 -0.750000	 
-3.932385	 -0.748047	 
-3.938520	 -0.746094	 
-3.944654	 -0.744141	 
-3.950789	 -0.742188	 
-3.956924	 -0.740234	 
-3.963059	 -0.738281	 
-3.969193	 -0.736328	 
-3.975328	 -0.734375	 
-3.981463	 -0.732422	 
-3.987598	 -0.730469	 
-3.993732	 -0.728516	 
-3.999867	 -0.726562	 
-4.006002	 -0.724609	 
-4.012137	 -0.722656	 
-4.018271	 -0.720703	 
