-3.141000 	 0.000005 
 -3.134865 	 0.000679 
 -3.128730 	 0.002479 
 -3.122596 	 0.005402 
 -3.116461 	 0.009440 
 -3.110326 	 0.014583 
 -3.104191 	 0.020817 
 -3.098057 	 0.028127 
 -3.091922 	 0.036493 
 -3.085787 	 0.045895 
 -3.079652 	 0.056308 
 -3.073518 	 0.067706 
 -3.067383 	 0.080059 
 -3.061248 	 0.093335 
 -3.055113 	 0.107502 
 -3.048979 	 0.122521 
 -3.042844 	 0.138355 
 -3.036709 	 0.154962 
 -3.030574 	 0.172300 
 -3.024439 	 0.190325 
 -3.018305 	 0.208989 
 -3.012170 	 0.228244 
 -3.006035 	 0.248041 
 -2.999900 	 0.268329 
 -2.993766 	 0.289054 
 -2.987631 	 0.310162 
 -2.981496 	 0.331600 
 -2.975361 	 0.353310 
 -2.969227 	 0.375237 
 -2.963092 	 0.397322 
 -2.956957 	 0.419508 
 -2.950822 	 0.441737 
 -2.944687 	 0.463949 
 -2.938553 	 0.486087 
 -2.932418 	 0.508091 
 -2.926283 	 0.529903 
 -2.920148 	 0.551465 
 -2.914014 	 0.572718 
 -2.907879 	 0.593606 
 -2.901744 	 0.614073 
 -2.895609 	 0.634062 
 -2.889475 	 0.653519 
 -2.883340 	 0.672390 
 -2.877205 	 0.690624 
 -2.871070 	 0.708170 
 -2.864936 	 0.724977 
 -2.858801 	 0.741000 
 -2.852666 	 0.756190 
 -2.846531 	 0.770505 
 -2.840396 	 0.783903 
 -2.834262 	 0.796343 
 -2.828127 	 0.807787 
 -2.821992 	 0.818201 
 -2.815857 	 0.827550 
 -2.809723 	 0.835803 
 -2.803588 	 0.842933 
 -2.797453 	 0.848914 
 -2.791318 	 0.853722 
 -2.785184 	 0.857337 
 -2.779049 	 0.859742 
 -2.772914 	 0.860921 
 -2.766779 	 0.860862 
 -2.760645 	 0.859556 
 -2.754510 	 0.856998 
 -2.748375 	 0.853182 
 -2.742240 	 0.848110 
 -2.736105 	 0.841782 
 -2.729971 	 0.834205 
 -2.723836 	 0.825386 
 -2.717701 	 0.815337 
 -2.711566 	 0.804071 
 -2.705432 	 0.791605 
 -2.699297 	 0.777959 
 -2.693162 	 0.763155 
 -2.687027 	 0.747217 
 -2.680893 	 0.730173 
 -2.674758 	 0.712054 
 -2.668623 	 0.692891 
 -2.662488 	 0.672721 
 -2.656354 	 0.651579 
 -2.650219 	 0.629505 
 -2.644084 	 0.606542 
 -2.637949 	 0.582733 
 -2.631814 	 0.558124 
 -2.625680 	 0.532762 
 -2.619545 	 0.506696 
 -2.613410 	 0.479977 
 -2.607275 	 0.452658 
 -2.601141 	 0.424792 
 -2.595006 	 0.396434 
 -2.588871 	 0.367641 
 -2.582736 	 0.338468 
 -2.576602 	 0.308975 
 -2.570467 	 0.279219 
 -2.564332 	 0.249260 
 -2.558197 	 0.219158 
 -2.552062 	 0.188971 
 -2.545928 	 0.158760 
 -2.539793 	 0.128584 
 -2.533658 	 0.098505 
 -2.527523 	 0.068580 
 -2.521389 	 0.038870 
 -2.515254 	 0.009432 
 -2.509119 	 -0.019675 
 -2.502984 	 -0.048395 
 -2.496850 	 -0.076672 
 -2.490715 	 -0.104451 
 -2.484580 	 -0.131679 
 -2.478445 	 -0.158302 
 -2.472311 	 -0.184271 
 -2.466176 	 -0.209537 
 -2.460041 	 -0.234051 
 -2.453906 	 -0.257770 
 -2.447771 	 -0.280648 
 -2.441637 	 -0.302645 
 -2.435502 	 -0.323721 
 -2.429367 	 -0.343839 
 -2.423232 	 -0.362964 
